,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
125,2023-11-01,2068411,257487329,124.5,126.0,123.0,125.5,1.5,1386
126,2023-11-02,1244592,156428332,125.5,126.5,125.0,125.5,0.0,1045
127,2023-11-03,1106813,139463607,126.5,126.5,125.0,126.0,0.5,945
128,2023-11-06,2176349,275437164,127.0,127.5,126.0,126.5,0.5,1766
129,2023-11-07,2354811,297337307,126.0,127.0,125.5,127.0,0.5,1588
130,2023-11-08,3210311,411048183,127.0,129.5,127.0,127.5,0.5,2138
131,2023-11-09,2027394,258075806,128.0,128.0,126.5,127.0,-0.5,1542
132,2023-11-10,1809529,228600275,127.0,127.5,125.5,126.0,-1.0,1253
133,2023-11-13,760588,96762496,127.5,127.5,126.5,127.5,1.5,745
134,2023-11-14,1858876,237268448,127.5,128.5,127.0,127.0,-0.5,1496
135,2023-11-15,2495022,320829477,128.0,129.0,128.0,128.5,1.5,2169
136,2023-11-16,2089654,270054526,129.5,130.0,128.5,129.0,0.5,1652
137,2023-11-17,2010774,257953216,130.0,130.0,127.5,127.5,-1.5,1626
138,2023-11-20,1604935,206633438,127.5,129.5,127.5,129.5,2.0,1112
139,2023-11-21,1830137,235359976,129.5,130.0,128.0,128.0,-1.5,1642
140,2023-11-22,2429155,314780111,128.0,130.0,127.5,129.5,1.5,1795
141,2023-11-23,3946210,519540678,129.5,132.5,129.0,132.0,2.5,3097
142,2023-11-24,2553942,338680996,133.0,134.0,131.5,133.5,1.5,2324
143,2023-11-27,2189388,289861219,134.0,134.5,131.0,131.5,-2.0,2347
144,2023-11-28,1929626,254221578,131.5,132.5,130.5,132.5,1.0,1631
145,2023-11-29,1765177,234486304,133.0,133.5,132.0,133.5,1.0,1356
146,2023-11-30,2365396,312210862,133.5,133.5,131.5,132.0,-1.5,1678
147,2023-12-01,1630773,215498423,131.0,133.0,130.5,132.5,0.5,1493
148,2023-12-04,2218595,291700943,132.5,132.5,130.5,132.0,-0.5,1846
149,2023-12-05,2497243,327493602,131.0,132.0,130.5,131.0,-1.0,1840
150,2023-12-06,1753607,231699923,131.5,133.0,131.0,132.5,1.5,1577
151,2023-12-07,1677412,221224111,132.5,132.5,131.0,132.0,-0.5,1255
152,2023-12-08,1281681,170386440,132.5,133.5,132.0,133.5,1.5,1283
153,2023-12-11,1651948,221470607,133.5,134.5,132.5,134.5,1.0,1510
154,2023-12-12,4551609,620773093,135.0,137.5,134.0,136.0,1.5,3386
155,2023-12-13,3624446,491696979,136.5,137.5,134.5,135.0,-1.0,2558
156,2023-12-14,2971814,403286165,136.0,137.0,134.5,136.5,1.5,2401
157,2023-12-15,4288682,576992950,136.5,136.5,133.5,134.5,-2.0,2530
158,2023-12-18,8049710,1075806052,134.5,136.0,131.5,132.5,-2.0,4167
159,2023-12-19,5368526,704882644,132.0,132.5,130.0,132.0,-0.5,2861
160,2023-12-20,3564339,472513513,131.5,133.5,131.0,133.5,1.5,2233
161,2023-12-21,3810577,503833293,132.0,133.0,131.5,132.5,-1.0,2110
162,2023-12-22,4029320,536511164,132.5,134.0,131.0,133.5,1.0,1830
163,2023-12-25,2277084,299924472,134.0,134.0,131.0,131.0,-2.5,1620
164,2023-12-26,1696000,222353976,131.5,132.0,130.0,132.0,1.0,1386
165,2023-12-27,1659186,217621936,131.0,132.0,130.5,131.0,-1.0,1496
166,2023-12-28,1522538,201109189,131.0,133.0,131.0,132.0,1.0,1011
167,2023-12-29,1304567,172887032,132.0,133.5,131.5,133.0,1.0,943
168,2024-01-02,3814728,518261841,133.0,139.0,132.0,139.0,6.0,2650
