,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
122,2023-10-27,17050787,9094404470,534.0,536.0,532.0,533.0,2.0,14773
123,2023-10-30,23299422,12374705789,531.0,534.0,528.0,532.0,-1.0,24536
124,2023-10-31,28073280,14873552534,535.0,535.0,527.0,529.0,-3.0,32067
125,2023-11-01,14028881,7432561094,533.0,533.0,527.0,528.0,-1.0,15452
126,2023-11-02,31075778,16846430251,536.0,547.0,535.0,547.0,19.0,32075
127,2023-11-03,16673456,9129495705,547.0,549.0,545.0,549.0,2.0,17911
128,2023-11-06,31297186,17321453879,553.0,556.0,550.0,550.0,1.0,32684
129,2023-11-07,16990175,9406486499,552.0,555.0,550.0,555.0,5.0,15356
130,2023-11-08,16780331,9308096586,550.0,557.0,550.0,556.0,1.0,17845
131,2023-11-09,13649525,7577883144,551.0,557.0,551.0,557.0,1.0,12731
132,2023-11-10,14105575,7841514218,555.0,557.0,554.0,557.0,0.0,15342
133,2023-11-13,46556047,26712320428,579.0,580.0,571.0,571.0,14.0,51281
134,2023-11-14,25366980,14553766501,576.0,576.0,571.0,572.0,1.0,29653
135,2023-11-15,53122455,30807985243,583.0,583.0,575.0,581.0,9.0,56108
136,2023-11-16,31059487,18056972159,581.0,583.0,578.0,583.0,2.0,25771
137,2023-11-17,22878229,13295351545,579.0,583.0,579.0,580.0,-3.0,22517
138,2023-11-20,26606128,15343389700,576.0,579.0,575.0,577.0,-3.0,21159
139,2023-11-21,39880714,23286785359,582.0,585.0,581.0,585.0,8.0,35442
140,2023-11-22,23922047,13783944507,576.0,579.0,574.0,577.0,-8.0,31701
141,2023-11-23,15143501,8714906968,574.0,578.0,574.0,578.0,1.0,15621
142,2023-11-24,12503334,7192811445,577.0,578.0,574.0,575.0,-3.0,12961
143,2023-11-27,20321872,11598721713,573.0,577.0,568.0,568.0,-7.0,28620
144,2023-11-28,26932029,15393289150,565.0,576.0,565.0,575.0,7.0,17693
145,2023-11-29,27786565,15937354487,578.0,579.0,570.0,574.0,-1.0,23135
146,2023-11-30,54365027,31284297816,576.0,577.0,570.0,577.0,3.0,18807
147,2023-12-01,28797795,16600169332,573.0,579.0,573.0,579.0,2.0,18507
148,2023-12-04,29424299,16917950637,582.0,582.0,571.0,574.0,-5.0,23004
149,2023-12-05,27355530,15570195609,571.0,572.0,567.0,570.0,-4.0,26933
150,2023-12-06,23116422,13197098680,568.0,575.0,568.0,570.0,0.0,15802
151,2023-12-07,24259384,13786125780,570.0,573.0,566.0,566.0,-4.0,26821
152,2023-12-08,39243978,22520643109,574.0,577.0,570.0,570.0,4.0,23505
153,2023-12-11,29204446,16730528425,572.0,575.0,570.0,574.0,4.0,19353
154,2023-12-12,32856787,19003744361,580.0,581.0,575.0,578.0,4.0,22572
155,2023-12-13,24327758,14033215240,576.0,579.0,576.0,577.0,-1.0,18524
156,2023-12-14,40580966,23556973793,581.0,582.0,579.0,582.0,0.0,33409
157,2023-12-15,58693166,34304458160,585.0,586.0,580.0,585.0,3.0,35791
158,2023-12-18,26938728,15672718097,579.0,585.0,577.0,585.0,0.0,22094
159,2023-12-19,30591879,17885392353,588.0,588.0,580.0,585.0,0.0,21981
160,2023-12-20,38628249,22578626040,587.0,587.0,583.0,585.0,0.0,25685
161,2023-12-21,26007263,14995966443,577.0,579.0,575.0,577.0,-8.0,33077
162,2023-12-22,19328302,11226845287,582.0,582.0,579.0,582.0,5.0,14330
163,2023-12-25,9994163,5820235840,582.0,585.0,580.0,581.0,-1.0,12786
164,2023-12-26,17033926,9963615754,583.0,586.0,582.0,586.0,5.0,22883
165,2023-12-27,34750958,20491144772,587.0,592.0,586.0,592.0,6.0,37372
166,2023-12-28,27152352,16064106365,592.0,593.0,589.0,593.0,1.0,26497
167,2023-12-29,20155619,11931171966,589.0,593.0,589.0,593.0,0.0,20081
168,2024-01-02,27997826,16549619798,590.0,593.0,589.0,593.0,0.0,20667
169,2024-01-03,40134497,23267025945,584.0,585.0,576.0,578.0,-15.0,56916
170,2024-01-04,18063758,10466284102,580.0,581.0,577.0,580.0,2.0,15010
171,2024-01-05,22008878,12685460114,578.0,580.0,574.0,576.0,-4.0,28660
172,2024-01-08,19270119,11232942053,582.0,585.0,579.0,583.0,7.0,19950
173,2024-01-09,23718766,13909252422,588.0,589.0,583.0,586.0,3.0,23975
174,2024-01-10,13708117,8006229126,581.0,586.0,580.0,584.0,-2.0,16104
175,2024-01-11,27842729,16323168586,586.0,589.0,583.0,586.0,2.0,20754
176,2024-01-12,17636558,10304253419,581.0,588.0,581.0,584.0,-2.0,15765
177,2024-01-15,21900687,12873769022,590.0,590.0,585.0,586.0,2.0,21886
178,2024-01-16,28889681,16817280777,581.0,588.0,579.0,580.0,-6.0,21938
179,2024-01-17,46857735,27229863028,583.0,584.0,578.0,581.0,1.0,28790
180,2024-01-18,36746623,21575062923,586.0,589.0,585.0,588.0,7.0,28621
181,2024-01-19,176166037,109423769320,625.0,627.0,614.0,626.0,38.0,207364
182,2024-01-22,70829523,44436449501,633.0,633.0,623.0,626.0,0.0,56376
183,2024-01-23,45761889,28681559251,629.0,629.0,622.0,628.0,2.0,34729
184,2024-01-24,29905121,18779693566,628.0,630.0,624.0,627.0,-1.0,27062
185,2024-01-25,59214638,37803501446,635.0,642.0,633.0,642.0,15.0,85006
186,2024-01-26,44103850,28392638215,644.0,646.0,639.0,644.0,2.0,41691
187,2024-01-29,29828008,19268444564,646.0,648.0,644.0,648.0,4.0,32347
188,2024-01-30,40398877,26028211247,642.0,647.0,642.0,642.0,-6.0,35002
189,2024-01-31,47554701,29978630024,634.0,637.0,626.0,628.0,-14.0,61811
190,2024-02-01,46924943,29237425981,625.0,628.0,619.0,628.0,0.0,51671
191,2024-02-02,27797894,17563853315,633.0,635.0,628.0,635.0,7.0,22257
192,2024-02-05,48037344,30931242935,645.0,647.0,638.0,646.0,11.0,51065
193,2024-02-15,132263803,92592826951,709.0,709.0,693.0,697.0,51.0,130374
194,2024-02-16,48963167,33742716965,697.0,699.0,683.0,683.0,-14.0,56882
195,2024-02-19,36366837,24665534552,674.0,682.0,674.0,678.0,-5.0,35240
196,2024-02-20,31403730,21494427969,675.0,688.0,675.0,687.0,9.0,32847
197,2024-02-21,31980543,21748906940,678.0,683.0,678.0,681.0,-6.0,36004
198,2024-02-22,34269392,23664176835,695.0,695.0,685.0,692.0,11.0,36998
199,2024-02-23,48404478,33847447281,701.0,703.0,696.0,697.0,5.0,48018
200,2024-02-26,29976379,20917136411,700.0,700.0,695.0,698.0,1.0,25850
201,2024-02-27,35389548,24647159479,700.0,701.0,691.0,698.0,0.0,31145
202,2024-02-29,59337072,40973093720,691.0,698.0,688.0,690.0,-8.0,39066
203,2024-03-01,24167721,16699995060,697.0,697.0,688.0,689.0,-1.0,26282
204,2024-03-04,97210112,69868348694,714.0,725.0,711.0,725.0,36.0,125799
205,2024-03-05,73299411,53751887376,735.0,738.0,728.0,730.0,5.0,69851
206,2024-03-06,52464833,38203868985,718.0,738.0,717.0,735.0,5.0,49897
207,2024-03-07,80382406,61221034146,755.0,769.0,754.0,760.0,25.0,96348
208,2024-03-08,98069174,77295575097,795.0,796.0,772.0,784.0,24.0,110758
209,2024-03-11,73436931,56348050108,768.0,778.0,761.0,766.0,-18.0,107368
210,2024-03-12,63336798,48288411581,757.0,771.0,754.0,770.0,4.0,56154
211,2024-03-13,43130896,33672441212,785.0,785.0,777.0,779.0,9.0,37744
212,2024-03-14,48964017,38196293503,779.0,785.0,770.0,784.0,5.0,35137
213,2024-03-15,80580846,61451780435,771.0,777.0,753.0,753.0,-31.0,95014
214,2024-03-18,46006400,34967084535,754.0,765.0,754.0,764.0,0.0,40073
215,2024-03-19,32078900,24399917859,758.0,765.0,755.0,762.0,-2.0,31208
216,2024-03-20,48788389,37117091830,764.0,769.0,752.0,758.0,-4.0,46702
217,2024-03-21,47759094,37203673872,773.0,784.0,772.0,784.0,26.0,48467
218,2024-03-22,32629749,25521571701,788.0,789.0,775.0,785.0,1.0,33054
219,2024-03-25,21223414,16612693369,783.0,788.0,779.0,780.0,-5.0,24794
220,2024-03-26,43103294,33847261033,788.0,792.0,776.0,782.0,2.0,35046
221,2024-03-27,19732209,15418346943,785.0,785.0,779.0,779.0,-3.0,21006
222,2024-03-28,28393398,21889883699,774.0,776.0,768.0,769.0,-10.0,39848
223,2024-03-29,20212820,15682908766,769.0,781.0,768.0,779.0,10.0,18110
224,2024-04-01,22348250,17301753062,783.0,783.0,769.0,770.0,-9.0,28192
225,2024-04-02,42219075,33230356267,784.0,790.0,783.0,790.0,20.0,41138
226,2024-04-03,32909892,25719094412,783.0,785.0,778.0,780.0,-10.0,36003
227,2024-04-08,40567580,31925988285,789.0,792.0,783.0,783.0,3.0,29304
228,2024-04-09,61642573,49946542596,795.0,820.0,792.0,819.0,36.0,89138
229,2024-04-10,31109466,25358780514,815.0,819.0,810.0,815.0,-4.0,39131
230,2024-04-11,27772972,22655121636,811.0,820.0,811.0,820.0,5.0,34739
231,2024-04-12,32473155,26663806808,823.0,826.0,817.0,818.0,-2.0,38091
232,2024-04-15,41251141,33300372097,804.0,812.0,803.0,806.0,-12.0,60451
233,2024-04-16,54120813,42833069476,802.0,803.0,785.0,788.0,-18.0,127956
234,2024-04-17,36616351,29324186091,798.0,808.0,793.0,804.0,16.0,43890
235,2024-04-18,45765617,36684269610,796.0,810.0,792.0,804.0,0.0,46571
236,2024-04-19,143868560,109032970933,769.0,770.0,746.0,750.0,-54.0,356590
237,2024-04-22,52354944,39093628250,740.0,757.0,740.0,742.0,-8.0,103120
238,2024-04-23,32067682,24247217869,761.0,761.0,752.0,754.0,12.0,34807
239,2024-04-24,41652749,32458429294,770.0,785.0,769.0,783.0,29.0,58442
240,2024-04-25,30492037,23412746667,770.0,774.0,765.0,766.0,-17.0,64220
241,2024-04-26,34721905,27272338208,788.0,789.0,782.0,782.0,16.0,42824
242,2024-04-29,30704200,24322394064,790.0,795.0,787.0,795.0,13.0,35585
243,2024-04-30,41627249,33118845170,797.0,802.0,790.0,790.0,-5.0,40926
244,2024-05-02,47536363,36983047647,789.0,789.0,772.0,772.0,-18.0,85051
245,2024-05-03,31026748,24240817990,788.0,788.0,773.0,780.0,8.0,35153
246,2024-05-06,33733509,26644713164,791.0,793.0,786.0,786.0,6.0,32394
247,2024-05-07,35917824,28623349239,797.0,800.0,792.0,800.0,14.0,38340
248,2024-05-08,22585765,18032263877,794.0,802.0,792.0,802.0,2.0,23525
249,2024-05-09,22863681,18267303103,798.0,802.0,796.0,796.0,-6.0,23671
250,2024-05-10,27560431,22107595449,803.0,807.0,798.0,802.0,6.0,41029
251,2024-05-13,38146948,31315059679,823.0,825.0,818.0,819.0,17.0,49327
252,2024-05-14,29663617,24309306615,816.0,825.0,811.0,825.0,6.0,34685
253,2024-05-15,41805778,35112739055,838.0,844.0,837.0,839.0,14.0,57892
254,2024-05-16,46276890,39179826883,852.0,856.0,837.0,841.0,2.0,60617
255,2024-05-17,27855719,23373478247,848.0,848.0,834.0,835.0,-6.0,38718
256,2024-05-20,30148330,25069342221,834.0,838.0,822.0,835.0,0.0,43094
257,2024-05-21,20548110,17214095315,830.0,841.0,830.0,841.0,6.0,20770
258,2024-05-22,40904357,35027824713,845.0,865.0,843.0,864.0,23.0,63360
259,2024-05-23,40771207,35638205695,875.0,877.0,867.0,875.0,11.0,50325
260,2024-05-24,37353467,32358555678,858.0,872.0,858.0,867.0,-8.0,50611
261,2024-05-27,32691921,28496096179,872.0,878.0,866.0,869.0,2.0,42682
262,2024-05-28,32712504,28375286215,867.0,873.0,865.0,865.0,-4.0,37323
263,2024-05-29,51073346,43924367680,861.0,868.0,856.0,857.0,-8.0,67680
264,2024-05-30,42535118,35840589611,841.0,848.0,838.0,838.0,-19.0,110390
265,2024-05-31,90177283,74602358441,838.0,846.0,821.0,821.0,-17.0,102070
266,2024-06-03,29629706,25053781742,839.0,853.0,837.0,846.0,25.0,40694
267,2024-06-04,31031104,26107162214,844.0,851.0,837.0,839.0,-7.0,52392
268,2024-06-05,37531781,31774150536,841.0,857.0,835.0,854.0,15.0,41869
269,2024-06-06,67300344,60138015941,893.0,899.0,885.0,894.0,40.0,112332
270,2024-06-07,44489018,39240336617,885.0,888.0,879.0,879.0,-15.0,85990
271,2024-06-11,57435637,51091497348,892.0,895.0,883.0,883.0,4.0,47589
272,2024-06-12,51874967,46791431521,888.0,914.0,888.0,909.0,26.0,74526
273,2024-06-13,59656092,54980784829,923.0,935.0,911.0,919.0,0.0,98777
274,2024-06-14,43289572,39603293460,916.0,922.0,905.0,922.0,3.0,62552
275,2024-06-17,28796529,26475733502,913.0,925.0,913.0,921.0,-1.0,44582
276,2024-06-18,40870419,38583515635,944.0,950.0,940.0,943.0,22.0,55791
277,2024-06-19,76684138,74395758883,953.0,984.0,953.0,981.0,38.0,117235
278,2024-06-20,52144900,50859632569,971.0,981.0,971.0,981.0,0.0,107978
279,2024-06-21,97995843,94882220706,961.0,978.0,960.0,970.0,-11.0,131503
280,2024-06-24,74081708,70162177693,958.0,960.0,940.0,940.0,-30.0,227255
281,2024-06-25,62079701,57978440842,925.0,945.0,923.0,945.0,5.0,103844
282,2024-06-26,48821135,46668874056,951.0,960.0,951.0,960.0,15.0,56563
283,2024-06-27,41276086,39447006518,951.0,961.0,949.0,960.0,0.0,41133
284,2024-06-28,42998776,41476565443,956.0,971.0,955.0,966.0,6.0,42853
285,2024-07-01,20936005,20320957284,968.0,977.0,965.0,968.0,2.0,38293
286,2024-07-02,27992930,26971516491,967.0,971.0,959.0,960.0,-8.0,38928
287,2024-07-03,25022531,24386705873,976.0,979.0,967.0,979.0,19.0,36096
288,2024-07-04,47251502,47347126144,1000.0,1010.0,997.0,1005.0,26.0,92002
289,2024-07-05,21735614,21827958195,1005.0,1010.0,1000.0,1005.0,0.0,35802
290,2024-07-08,45678332,47210175550,1005.0,1050.0,1000.0,1035.0,30.0,74909
291,2024-07-09,54339957,56382512235,1030.0,1055.0,1025.0,1040.0,5.0,74954
292,2024-07-10,51810372,53308027550,1020.0,1050.0,1015.0,1045.0,5.0,61199
293,2024-07-11,49304453,52782475514,1065.0,1080.0,1055.0,1080.0,35.0,65005
294,2024-07-12,79472761,82222185037,1030.0,1045.0,1025.0,1040.0,-40.0,175230
295,2024-07-15,44123104,45805242410,1040.0,1045.0,1025.0,1040.0,0.0,51387
296,2024-07-16,36244442,38188299315,1040.0,1070.0,1035.0,1055.0,15.0,42202
297,2024-07-17,62390596,64372740657,1035.0,1045.0,1020.0,1030.0,-25.0,140918
298,2024-07-18,94327431,93948039256,988.0,1005.0,986.0,1005.0,-25.0,305207
299,2024-07-19,110541544,108678133437,988.0,995.0,970.0,970.0,-35.0,475484
300,2024-07-22,90266550,85567920175,964.0,965.0,938.0,939.0,-31.0,307235
301,2024-07-23,53439290,51686291065,963.0,979.0,956.0,979.0,40.0,96981
302,2024-07-26,95625050,88299582909,915.0,930.0,915.0,924.0,-55.0,357707
303,2024-07-29,44000914,41481319942,942.0,948.0,936.0,944.0,20.0,78605
304,2024-07-30,45996400,42988422577,930.0,949.0,926.0,940.0,-4.0,86139
305,2024-07-31,47407263,44270020990,929.0,940.0,928.0,934.0,-6.0,62829
306,2024-08-01,50257642,48211390158,969.0,969.0,948.0,960.0,26.0,66845
307,2024-08-02,89044852,81488499047,918.0,928.0,903.0,903.0,-57.0,451562
308,2024-08-05,159662795,133482646539,852.0,857.0,813.0,815.0,-88.0,588373
309,2024-08-06,108521787,94271532567,868.0,895.0,840.0,880.0,65.0,189677
310,2024-08-07,62643163,56900026373,901.0,920.0,893.0,920.0,40.0,109333
311,2024-08-08,41288222,37045507217,901.0,905.0,887.0,896.0,-24.0,107303
312,2024-08-09,54464183,50586946042,927.0,934.0,922.0,934.0,38.0,94661
313,2024-08-12,40968742,38572439136,942.0,948.0,931.0,940.0,6.0,73731
314,2024-08-13,26831364,25227760336,945.0,945.0,937.0,941.0,1.0,39633
315,2024-08-14,40527779,38507151446,951.0,955.0,945.0,948.0,7.0,56190
316,2024-08-15,21714163,20528538286,945.0,950.0,941.0,943.0,-5.0,42553
317,2024-08-16,49830670,48022581452,963.0,969.0,958.0,969.0,26.0,86023
318,2024-08-19,22416274,21737948903,969.0,975.0,964.0,973.0,4.0,43467
319,2024-08-20,26420625,25701355510,977.0,977.0,968.0,973.0,0.0,43667
320,2024-08-21,32606816,31287150192,961.0,964.0,956.0,958.0,-15.0,83432
321,2024-08-22,25850379,24661701935,958.0,964.0,948.0,951.0,-7.0,58791
322,2024-08-23,31203321,29530574857,944.0,952.0,939.0,949.0,-2.0,57023
323,2024-08-26,26518126,25271527066,957.0,961.0,945.0,950.0,1.0,50970
324,2024-08-27,19969925,18819208932,945.0,946.0,940.0,942.0,-8.0,53273
325,2024-08-28,33519083,31994192847,945.0,964.0,943.0,964.0,22.0,45785
326,2024-08-29,46275772,43616354135,942.0,947.0,937.0,943.0,-21.0,103424
327,2024-08-30,75533393,71355905880,944.0,952.0,941.0,944.0,1.0,34366
328,2024-09-02,19272593,18270058260,950.0,955.0,943.0,948.0,4.0,31642
329,2024-09-03,23205623,21908471541,948.0,952.0,939.0,940.0,-8.0,47139
330,2024-09-04,93169835,83424133824,894.0,905.0,888.0,889.0,-51.0,393210
331,2024-09-05,34147890,30998595394,907.0,915.0,900.0,902.0,13.0,63902
332,2024-09-06,28248063,25786016936,909.0,918.0,903.0,918.0,16.0,38415
333,2024-09-09,38448946,34456838126,892.0,900.0,891.0,899.0,-19.0,102365
334,2024-09-10,34312646,31067424234,907.0,911.0,901.0,904.0,5.0,45141
